id,paciente_nome,cpf,procedimento,codigo_tuss,executado,prescricao,dente,dentista,dentista_email,cro_dentista,created_at,fraude,status,motivo_atencao,suspicious
3674,Cristina Azevedo,34060883506,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,41,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-01T00:00:00,0.0,normal,,False
3675,Larissa Dias,80184514606,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 11 - sessão 1/3,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,23,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-11-01T00:00:00,0.0,normal,,False
3676,Monica Neves,27298069977,Extração Dentária Simples,84000018.0,Exodontia do dente 23 com técnica minimamente invasiva,Paracetamol 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,18,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-11-01T00:00:00,0.0,normal,,False
3677,Amanda Carvalho,93010310510,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,25,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-11-01T00:00:00,0.0,normal,,False
3678,Sergio Caldeira,26284987749,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 22 - sessão 1/3,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,11,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-11-04T00:00:00,0.0,normal,,False
3679,Camila Ferreira,8121913667,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,16,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2024-11-04T00:00:00,0.0,normal,,False
3680,Vanessa Mendes,70546688985,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,33,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-11-04T00:00:00,0.0,normal,,False
3681,Sergio Caldeira,26284987749,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 44, classe I oclusal",Sem prescrição medicamentosa,12,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-11-04T00:00:00,0.0,normal,,False
3682,Renata Ramos,81080132678,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,21,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-11-04T00:00:00,0.0,normal,,False
3683,João Santos,3791769391,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 23, classe I oclusal",Sem prescrição medicamentosa,12,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-11-04T00:00:00,0.0,normal,,False
3684,Camila Ferreira,70482814802,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,45,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2024-11-04T00:00:00,0.0,normal,,False
3685,Luciana Cavalcanti,64005242740,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 23,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,11,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-11-05T00:00:00,0.0,normal,,False
3686,Leticia Vieira,70106513370,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 15,Sem prescrição medicamentosa,34,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-11-05T00:00:00,0.0,normal,,False
3687,Luciana Cavalcanti,26916697857,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Nimesulida 100mg - 1 comp. 12/12h por 3 dias,13,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-11-05T00:00:00,0.0,normal,,False
3688,Leonardo Freitas,46872343052,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 23, classe I oclusal",Sem prescrição medicamentosa,12,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-11-05T00:00:00,0.0,normal,,False
3689,Fernanda Lima,96556981656,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 41 - sessão 2/3,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,14,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-11-05T00:00:00,0.0,normal,,False
3690,Roberto Castro,41316475247,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 15,Sem prescrição medicamentosa,14,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-06T00:00:00,0.0,normal,,False
3691,Fabio Cunha,82620450500,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 46 - sessão 1/3,Sem prescrição medicamentosa,37,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-11-06T00:00:00,1.0,atencao,Canal 22 dias após profilaxia (indica problema pré-existente não detectado),True
3692,Larissa Dias,80184514606,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 36 - sessão 1/3,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,35,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2024-11-06T00:00:00,0.0,normal,,False
3693,Simone Barros,32528809549,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,37,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-11-07T00:00:00,1.0,atencao,Profilaxia repetida em 13 dias (mínimo normal: 90 dias),True
3694,Carlos Rodrigues,84959310367,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 27,Sem prescrição medicamentosa,48,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-11-07T00:00:00,0.0,normal,,False
3695,Priscila Campos,76036690908,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 12, classe I oclusal",Sem prescrição medicamentosa,18,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-11-07T00:00:00,0.0,normal,,False
3696,Luciana Cavalcanti,26916697857,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 33,Sem prescrição medicamentosa,48,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-11-07T00:00:00,0.0,normal,,False
3697,Raquel Melo,65423511674,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 28, classe I oclusal",Sem prescrição medicamentosa,34,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-11-07T00:00:00,0.0,normal,,False
3698,Vinicius Fernandes,73602606473,Extração Dentária Simples,84000018.0,Exodontia do dente 35 com técnica minimamente invasiva,Paracetamol 750mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,18,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-07T00:00:00,0.0,normal,,False
3699,Camila Ferreira,8121913667,Extração Dentária Simples,84000018.0,Exodontia do dente 31 com técnica minimamente invasiva,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,23,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-11-08T00:00:00,0.0,normal,,False
3700,Larissa Dias,80184514606,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 25 - sessão 1/3,Paracetamol 500mg - 1 comp. 6/6h se dor,34,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2024-11-08T00:00:00,0.0,normal,,False
3701,Cristina Azevedo,46804436938,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,13,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-08T00:00:00,0.0,normal,,False
3702,Luciana Cavalcanti,10433218100,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 44 - sessão 3/3,Sem prescrição medicamentosa,28,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-11-11T00:00:00,0.0,normal,,False
3703,Juliana Souza,83842513550,Extração Dentária Simples,84000018.0,Exodontia do dente 47 com técnica minimamente invasiva,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,37,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-11-11T00:00:00,0.0,normal,,False
3704,Juliana Souza,83473829994,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,46,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-11-11T00:00:00,0.0,normal,,False
3705,Adriana Torres,12411824424,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 45,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,34,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-11-11T00:00:00,0.0,normal,,False
3706,Eduardo Nogueira,38637940285,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,27,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-11-11T00:00:00,0.0,normal,,False
3707,Cristina Azevedo,34060883506,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 38, classe I oclusal",Sem prescrição medicamentosa,42,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-11-11T00:00:00,0.0,normal,,False
3708,Juliana Souza,83842513550,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,21,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-11-12T00:00:00,0.0,normal,,False
3709,Leticia Vieira,70106513370,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 15 - sessão 2/3,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,44,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-12T00:00:00,1.0,atencao,Canal 26 dias após profilaxia (indica problema pré-existente não detectado),True
3710,Anderson Moreira,53287101269,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,21,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-12T00:00:00,0.0,normal,,False
3711,Luciana Cavalcanti,10433218100,Extração Dentária Simples,84000018.0,Exodontia do dente 27 com técnica minimamente invasiva,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,11,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2024-11-12T00:00:00,0.0,normal,,False
3712,João Santos,3791769391,Extração Dentária Simples,84000018.0,Exodontia do dente 47 com técnica minimamente invasiva,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,27,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-12T00:00:00,0.0,normal,,False
3713,Aline Correia,45494808319,Extração Dentária Simples,84000018.0,Exodontia do dente 24 com técnica minimamente invasiva,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,13,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-11-12T00:00:00,0.0,normal,,False
3714,Patricia Ribeiro,9232719371,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 34 - sessão 3/3,Paracetamol 750mg - 1 comp. 6/6h se dor,48,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-11-13T00:00:00,0.0,normal,,False
3715,João Santos,36541458685,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 47, classe I oclusal",Sem prescrição medicamentosa,43,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-11-13T00:00:00,0.0,normal,,False
3716,Cristina Azevedo,85435346231,Extração Dentária Simples,84000018.0,Exodontia do dente 27 com técnica minimamente invasiva,Dipirona 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,36,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-11-13T00:00:00,0.0,normal,,False
3717,Thiago Barbosa,31586923250,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 28,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,22,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-11-13T00:00:00,0.0,normal,,False
3718,Amanda Carvalho,93010310510,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 12,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor,48,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-11-13T00:00:00,0.0,normal,,False
3719,Sergio Caldeira,26284987749,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,17,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-11-13T00:00:00,0.0,normal,,False
3720,Simone Barros,35348740136,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 24,Sem prescrição medicamentosa,42,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-13T00:00:00,0.0,normal,,False
3721,Sergio Caldeira,26284987749,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,27,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-11-14T00:00:00,0.0,normal,,False
3722,Amanda Carvalho,13518233700,Extração Dentária Simples,84000018.0,Exodontia do dente 14 com técnica minimamente invasiva,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,43,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-11-14T00:00:00,0.0,normal,,False
3723,Cristina Azevedo,85435346231,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 16,Sem prescrição medicamentosa,43,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-11-14T00:00:00,0.0,normal,,False
3724,Amanda Carvalho,73467065600,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,38,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-11-14T00:00:00,0.0,normal,,False
3725,João Santos,3791769391,Extração Dentária Simples,84000018.0,Exodontia do dente 33 com técnica minimamente invasiva,Sem prescrição medicamentosa,45,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-11-14T00:00:00,0.0,normal,,False
3726,Luciana Cavalcanti,10433218100,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 14,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,48,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-11-14T00:00:00,0.0,normal,,False
3727,Camila Ferreira,8121913667,Extração Dentária Simples,84000018.0,Exodontia do dente 33 com técnica minimamente invasiva,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,23,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-11-15T00:00:00,0.0,normal,,False
3728,Amanda Carvalho,93010310510,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,41,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-11-15T00:00:00,0.0,normal,,False
3729,João Santos,3791769391,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,11,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-11-15T00:00:00,0.0,normal,,False
3730,Rafael Martins,42388496985,Extração Dentária Simples,84000018.0,Exodontia do dente 23 com técnica minimamente invasiva,Sem prescrição medicamentosa,13,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-11-15T00:00:00,0.0,normal,,False
3731,Cristina Azevedo,34060883506,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,41,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-11-15T00:00:00,0.0,normal,,False
3732,Fabio Cunha,60013389068,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,36,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-11-15T00:00:00,0.0,normal,,False
3733,Thiago Barbosa,31586923250,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,18,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-11-15T00:00:00,0.0,normal,,False
3734,Adriana Torres,88957986863,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 36,Paracetamol 750mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,15,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-11-18T00:00:00,0.0,normal,,False
3735,Priscila Campos,76036690908,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,33,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-11-18T00:00:00,1.0,atencao,Profilaxia repetida em 41 dias (mínimo normal: 90 dias),True
3736,Cristina Azevedo,46804436938,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 36,Sem prescrição medicamentosa,46,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-11-18T00:00:00,0.0,normal,,False
3737,Cristina Azevedo,46804436938,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 12 - sessão 2/3,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,43,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-18T00:00:00,1.0,atencao,Canal 10 dias após clareamento (altamente suspeito < 14 dias),True
3738,Camila Ferreira,70482814802,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 33,Sem prescrição medicamentosa,13,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-18T00:00:00,0.0,normal,,False
3739,Sergio Caldeira,67632016309,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,31,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-11-18T00:00:00,0.0,normal,,False
3740,Rodrigo Nascimento,71434558142,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 26 - sessão 1/3,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,23,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-11-18T00:00:00,0.0,normal,,False
3741,Bruno Araújo,60256342113,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,13,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-11-18T00:00:00,0.0,normal,,False
3742,Sergio Caldeira,26284987749,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 41 - sessão 3/3,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor,14,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-11-19T00:00:00,0.0,normal,,False
3743,Larissa Dias,80184514606,Extração Dentária Simples,84000018.0,Exodontia do dente 48 com técnica minimamente invasiva,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,42,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-11-19T00:00:00,0.0,normal,,False
3744,Carlos Rodrigues,43634957824,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,16,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-11-19T00:00:00,0.0,normal,,False
3745,Henrique Moura,56855744443,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,23,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2024-11-19T00:00:00,0.0,normal,,False
3746,Leonardo Freitas,45299124180,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,42,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-11-19T00:00:00,0.0,normal,,False
3747,Mariana Cardoso,37556464121,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 47,Metronidazol 400mg - 1 comp. 8/8h por 7 dias,11,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-11-20T00:00:00,0.0,normal,,False
3748,Aline Correia,45494808319,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,14,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-11-20T00:00:00,0.0,normal,,False
3749,Beatriz Pereira,23623166537,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 32,Sem prescrição medicamentosa,34,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-11-20T00:00:00,0.0,normal,,False
3750,João Santos,3791769391,Extração Dentária Simples,84000018.0,Exodontia do dente 46 com técnica minimamente invasiva,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,31,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-11-20T00:00:00,0.0,normal,,False
3751,Adriana Torres,47510799139,Extração Dentária Simples,84000018.0,Exodontia do dente 23 com técnica minimamente invasiva,Paracetamol 750mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,45,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-11-20T00:00:00,0.0,normal,,False
3752,Gustavo Pinto,15951484693,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Nimesulida 100mg - 1 comp. 12/12h por 3 dias,11,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-20T00:00:00,0.0,normal,,False
3753,Carlos Rodrigues,43634957824,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 47,Sem prescrição medicamentosa,45,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-11-21T00:00:00,0.0,normal,,False
3754,Leonardo Freitas,64835030591,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 45,Dipirona 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,43,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-11-21T00:00:00,0.0,normal,,False
3755,Fabio Cunha,4966319340,Extração Dentária Simples,84000018.0,Exodontia do dente 43 com técnica minimamente invasiva,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,22,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-11-21T00:00:00,0.0,normal,,False
3756,Monica Neves,27298069977,Extração Dentária Simples,84000018.0,Exodontia do dente 42 com técnica minimamente invasiva,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,27,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-11-22T00:00:00,0.0,normal,,False
